1988	69372.13
1989	33642.746
1990	29761.678
1991	25622.016
1992	17742.959
1993	13896.692
1994	10848.233
1995	9213.544
1996	8520.239
1997	7649.9404
1998	7373.031
1999	6942.4385
2000	6214.7007
2001	6185.683
2002	6207.874
2003	5996.1123
2004	5936.457
2005	5825.691
2006	5691.1406
2007	5749.2983
2008	5920.8916
2009	5754.9834
2010	5758.919
2011	5748.8364
2012	5706.915
2013	5806.144
2014	5909.649
2015	5997.318
2016	7436.5806
